660, ,0.0369102
661,ب,0.0364117
664,ه,0.0367852
665, ,0.0891952
666, ,0.036504
667, ,0.0361275
668,ب,0.0361233
669,ه,0.0361004
670, ,0.036078
671,ب,0.0361019
672,ه,0.03608
673, ,0.036613
674,س,0.0360903
675,ل,0.036099
676,ا,0.0365459
678,م,0.0363405
681, ,0.0360791
682,ب,0.036097
683,ه,0.0361871
684, ,0.0360876
685, ,0.0366284
686,ب,0.0361383
687,ه,0.0366421
689, ,0.036081
690, ,0.0360785
691,س,0.0360779
693,ل,0.0360774
694,ا,0.0360781
695,م,0.0360775
696, ,0.0360779
697,ب,0.0360775
698,ه,0.0360776
699, ,0.0360775
700,ت,0.0360773
706,و,0.0360774
707, ,0.0360774
708, ,0.0360774
710,ب,0.0360774
712,ه,0.0360778
713, ,0.0360775
714, ,0.0360776
715,س,0.0360775
718,ل,0.0360777
720,ا,0.0360813
721,م,0.0366264
722, ,0.0663725
723, ,0.0370178
724,ت,0.0362093
725,و,0.0360881
726, ,0.0360809
728,م,0.036082
729,ن,0.036082
731, ,0.0360779
732, ,0.0360778
734, ,0.0361183
735, ,0.0404747
737,ف,0.0364807
740,ز,0.0364001
741,ا,0.0360973
742, ,0.0361155
743,م,0.0748901
744,ن,0.0360993
745, ,0.0361397
746,ت,0.0364798
747,و,0.0360837
748, ,0.0361079
749,م,0.0360873
750,ن,0.0360773
751, ,0.0360784
753, ,0.0361024
755, ,0.0360773
757,م,0.0360775
760,ن,0.0365453
762, ,0.0924888
763, ,0.0361742
764,ت,0.0366541
769,و,0.0362186
770, ,0.0361098
773, ,0.0377204
775, ,0.0361618
776, ,0.0365921
777, ,0.0360866
778,ی,0.0361382
779,ا,0.0361684
780,ر,0.0383866
781, ,0.0361606
782,ب,0.036146
783,ه,0.0364676
784, ,0.036335
785, ,0.0361788
786, ,0.0361787
787,ت,0.0364438
789,و,0.0362429
791, ,0.0360947
792,ب,0.0360777
793,ه,0.0361104
795, ,0.0610997
796,م,0.0361131
798,ن,0.0362202
799, ,0.0362263
800, ,0.0362084
801, ,0.0361402
804, ,0.0363564
805, ,0.0364836
806, ,0.0362375
807,ت,0.0366219
808,و,0.0361667
809, ,0.0873149
810, ,0.0637748
811,ت,0.0360803
812,و,0.0361051
813, ,0.0364681
814,ب,0.0361017
815,ه,0.0360775
816, ,0.0363291
819, ,0.0360849
820,ب,0.0360781
821,ه,0.0361403
823, ,0.0835013
824,ف,0.0360823
825,ز,0.0361763
827,ا,0.0364255
828, ,0.0363471
829,ت,0.0364801
831,و,0.036078
832, ,0.0360775
833, ,0.0360782
834,ب,0.0360803
835,ه,0.0360798
836, ,0.0360778
837, ,0.0360776
839,ف,0.0360774
840,ز,0.0360773
841,ا,0.0360774
842, ,0.0360774
843, ,0.0360774
848, ,0.0360774
849,ت,0.0360773
851,و,0.0360774
852, ,0.0360775
853, ,0.0360774
856, ,0.0360777
857,ت,0.0360777
859,و,0.0364282
860, ,0.0953642
865, ,0.0397528
866, ,0.0860367
868,م,0.0362342
869,ن,0.0360773
870, ,0.0360847
872, ,0.0724878
874,ف,0.0360795
877,ز,0.0360773
880,ا,0.0368335
881, ,0.036264
883,م,0.0365717
884,ن,0.0360785
885, ,0.0361014
886, ,0.0360822
887, ,0.0362156
888, ,0.0933101
891, ,0.0360774
892, ,0.0360773
893, ,0.0360773
894,ت,0.0360773
895,و,0.0360778
897, ,0.0361027
900, ,0.0363319
901,ی,0.0967862
902,ا,0.0369789
903,ر,0.0368891
904, ,0.089126
906,م,0.0360875
907,ن,0.0360773
908, ,0.0361962
911,ف,0.0360852
913,ز,0.0365898
914,ا,0.0364821
915, ,0.0884246
916,ت,0.0360809
917,و,0.0361017
918, ,0.0882861
919,ت,0.0362384
921,و,0.0360829
926, ,0.0360804
927,ی,0.0367831
928,ا,0.0365537
929,ر,0.0361137
930, ,0.0361696
931, ,0.0367173
934,ت,0.0361126
935,و,0.036523
936, ,0.0360794
938,م,0.0360792
939,ن,0.0361505
940, ,0.0364269
941, ,0.045879
942,م,0.0364282
943,ن,0.0367111
944, ,0.0366122
945, ,0.0362253
946, ,0.03612
948, ,0.0362609
953, ,0.0360833
954,ب,0.0365736
957,ه,0.0360929
958, ,0.0883834
959,ب,0.0362051
960,ه,0.0360866
961, ,0.0360775
964, ,0.0360792
965, ,0.0360778
966,م,0.0360773
971,ن,0.0360832
972, ,0.0361432
974,ب,0.0360821
978,ه,0.0365948
979, ,0.0381393
980, ,0.0360787
981,ق,0.036078
983,د,0.0366272
984,ی,0.0365862
985,م,0.0366609
986,ی,0.0367607
989, ,0.0369091
990,ی,0.036487
991,ا,0.036867
992,ر,0.0361667
993, ,0.0367105
994,ق,0.0365604
995,د,0.0363599
996,ی,0.0361548
997,م,0.0362567
999,ی,0.0366369
1000, ,0.0878914
1003, ,0.0365197
1004, ,0.036679
1007, ,0.0959912
1010,ت,0.036084
1013,و,0.0877429
1015, ,0.0360886
1018,ی,0.0361182
1019,ا,0.0367601
1020,ر,0.0366667
1021, ,0.0527368
1022, ,0.0360829
1023, ,0.0361728
1024, ,0.0361029
1027,ی,0.0366427
1028,ا,0.036279
1029,ر,0.0909251
1034, ,0.0362409
1035,م,0.0363685
1042,ن,0.0360804
1043, ,0.0360798
1044, ,0.0360797
1048,م,0.0360778
1049,ن,0.0360775
1051, ,0.0360777
1053, ,0.0360779
1055, ,0.036079
1059,ب,0.0364725
1060,ه,0.0366478
1062, ,0.0369076
1063,ب,0.0367231
1064,ه,0.0648814
1065, ,0.0363109
1066,م,0.0362536
1067,ن,0.0360892
1068, ,0.0364236
1071, ,0.0378424
1072, ,0.0361243
1073, ,0.0360782
1074, ,0.0361346
1076, ,0.0755364
1077,ت,0.0366207
1080,و,0.0361772
1083, ,0.0364505
1084, ,0.0365278
1085,ب,0.0361173
1089,ه,0.0360798
1090, ,0.0360882
1092,ت,0.0855946
1093,و,0.0360778
1094, ,0.0360773
1095, ,0.0360773
1096, ,0.0360923
1097,ق,0.0360826
1098,د,0.0366381
1099,ی,0.0365083
1100,م,0.0364443
1102,ی,0.0367102
1103, ,0.0410339
1104,ت,0.0367521
1105,و,0.0366449
1106, ,0.0361314
1107, ,0.0367346
1108, ,0.0370297
1112, ,0.0925499
1113, ,0.0976448
1114,ت,0.0365415
1118,و,0.0964281
1119, ,0.0364973
1120,ی,0.036115
1121,ا,0.0360776
1122,ر,0.0360878
1123, ,0.0361998
1124, ,0.0907155
1127, ,0.0367361
1128,ف,0.036665
1131,ز,0.0360777
1133,ا,0.0912184
1135, ,0.0360826
1137,ب,0.0366535
1138,ه,0.0370974
1140, ,0.0360783
1141,ب,0.0361447
1143,ه,0.0360773
1145, ,0.036078
1147, ,0.0361542
1148,س,0.0366201
1149,ل,0.0362363
1150,ا,0.0366135
1151,م,0.0361149
1152, ,0.036589
1153, ,0.0367233
1154,ت,0.0366394
1155,و,0.0977354
1156, ,0.0367626
1159,ت,0.0361822
1160,و,0.0365143
1161, ,0.0367782
1163,ف,0.0362238
1164,ز,0.036115
1166,ا,0.0966778
1170, ,0.0374372
1171, ,0.036641
1172,م,0.0365849
1173,ن,0.0360805
1175, ,0.0360781
1176, ,0.0360864
1177,ت,0.0899954
1178,و,0.0360783
1179, ,0.0360775
1181,ف,0.0361033
1182,ز,0.0364612
1183,ا,0.0366254
1184, ,0.0360914
1185,ب,0.0361047
1186,ه,0.0936935
1187, ,0.036172
1188, ,0.0360792
1190,م,0.036207
1191,ن,0.0364068
1192, ,0.0362154
1193, ,0.0360801
1194,ت,0.036079
1195,و,0.0360778
1196, ,0.0360777
1197,ی,0.0360785
1200,ا,0.0360775
1201,ر,0.0360775
1202, ,0.0360774
1203, ,0.0360774
1204, ,0.0360775
1206,م,0.0360776
1210,ن,0.0360774
1211, ,0.0360774
1212, ,0.0360774
1213, ,0.0360774
1214,م,0.0360774
1216,ن,0.0360775
1217, ,0.0360775
1219,ت,0.0360792
1220,و,0.0360802
1221, ,0.0471471
1222,ب,0.0363201
1223,ه,0.036152
1224, ,0.0362117
1225, ,0.0528464
1226, ,0.0695555
1227,ت,0.0361014
1229,و,0.0360777
1232, ,0.0366254
1233,ب,0.036195
1234,ه,0.0362354
1235, ,0.0365318
1236,ب,0.0361384
1237,ه,0.0364884
1238, ,0.0459328
1240,ب,0.0361938
1241,ه,0.0364964
1242, ,0.0655208
1243, ,0.0393816
1244, ,0.0424336
1245, ,0.047689
1247,م,0.0360951
1249,ن,0.0362498
1250, ,0.0364877
1251,ت,0.0402192
1252,و,0.0363873
1253, ,0.0377535
1254, ,0.0570064
1255, ,0.071131
1256, ,0.0548158
1257,س,0.0365152
1258,ل,0.0367536
1259,ا,0.0364596
1263,م,0.03613
1264, ,0.0361375
1265, ,0.0366451
1266,م,0.0366303
1267,ن,0.0364641
1268, ,0.0360843
1272,ب,0.0360799
1273,ه,0.0360776
1275, ,0.036082
1276,س,0.0360784
1277,ل,0.0360775
1278,ا,0.0360776
1281,م,0.0360778
1283, ,0.0360775
1284, ,0.0360775
1285, ,0.0360775
1286, ,0.0360774
1287, ,0.0360774
1288,ی,0.0360774
1289,ا,0.0360774
1290,ر,0.0360773
1293, ,0.0360776
1297,ی,0.0360779
1298,ا,0.0360779
1299,ر,0.036079
1300, ,0.0375654
1301, ,0.08007
1305, ,0.0360775
1307,ب,0.0360781
1308,ه,0.036268
1309, ,0.0360775
1310, ,0.0360774
1311,م,0.0360812
1312,ن,0.0360778
1313, ,0.0361369
1315,ت,0.0360792
1316,و,0.0360773
1317, ,0.0361979
1321, ,0.0360803
1322,ف,0.036083
1323,ز,0.0360911
1324,ا,0.036113
1328, ,0.0361372
1330,ت,0.0365996
1331,و,0.0361882
1332, ,0.0360819
1333,م,0.0360777
1335,ن,0.0360773
1336, ,0.0360773
1337,ت,0.0360778
1339,و,0.0360789
1341, ,0.0360773
1342, ,0.0360788
1344,م,0.036128
1346,ن,0.0362666
1347, ,0.0360862
1348, ,0.0364532
1352,ت,0.0361283
1353,و,0.0361629
1354, ,0.0360777
1355,م,0.0360921
1356,ن,0.0360773
1357, ,0.0360773
1358, ,0.0360773
1359, ,0.0360773
1360,م,0.0361635
1361,ن,0.0360803
1362, ,0.036093
1363, ,0.0361055
1364,ت,0.036226
1366,و,0.0365295
1367, ,0.0365451
1369, ,0.0362895
1370,ب,0.036084
1371,ه,0.0363706
1372, ,0.0360784
1374,ف,0.0362863
1375,ز,0.0361057
1376,ا,0.0366358
1377, ,0.097498
1378, ,0.0360807
1379,م,0.0366312
1380,ن,0.0360775
1381, ,0.0360776
1382, ,0.0360775
1385, ,0.0360791
1387, ,0.03608
1388,ت,0.0360859
1390,و,0.0363593
1395, ,0.0360806
1396, ,0.036564
1397,ت,0.0364631
1398,و,0.0360957
1399, ,0.0360795
1400, ,0.0360796
1401, ,0.0360782
1402, ,0.0360776
1403,م,0.0360778
1405,ن,0.0360776
1406, ,0.0360775
1407, ,0.0360774
1408,ب,0.0360774
1410,ه,0.0360782
1412, ,0.0360775
1413, ,0.0360776
1414,ی,0.0360778
1415,ا,0.0360778
1416,ر,0.0360781
1417, ,0.0360936
1418, ,0.0886469
1419,م,0.0364416
1423,ن,0.0366554
1425, ,0.0366457
1426,ب,0.0360794
1428,ه,0.036124
1429, ,0.036216
1430,ب,0.0365183
1431,ه,0.0362653
1432, ,0.0360837
1434, ,0.0361064
1435, ,0.0361836
1436,ب,0.0361233
1437,ه,0.0366291
1438, ,0.0364052
1439,س,0.03608
1440,ل,0.0360843
1441,ا,0.0364711
1442,م,0.0956057
1447, ,0.0478625
1448, ,0.0964098
1449,ب,0.0360982
1451,ه,0.0363383
1452, ,0.0368142
1454, ,0.0361831
1457, ,0.0365674
1458, ,0.0893367
1459, ,0.0372601
1460,م,0.0360834
1464,ن,0.0360951
1466, ,0.0384438
1467,ب,0.0360786
1468,ه,0.0361025
1471, ,0.036313
1476,ی,0.0361092
1477,ا,0.0361524
1479,ر,0.0361132
1480, ,0.0361012
1484,ی,0.0365542
1485,ا,0.0568969
1486,ر,0.0367182
1487, ,0.0975979
1488,م,0.0977559
1489,ن,0.0364557
1490, ,0.0363555
1491,م,0.036154
1492,ن,0.0362045
1493, ,0.0364847
1494,ب,0.0360794
1495,ه,0.0360786
1497, ,0.0360844
1499,م,0.0360792
1500,ن,0.0360843
1501, ,0.0360775
1505,ب,0.0360913
1507,ه,0.0360785
1508, ,0.0363932
1510,ی,0.0368031
1511,ا,0.0363114
1512,ر,0.0360778
1513, ,0.0361436
1514,ت,0.0360773
1515,و,0.0360773
1516, ,0.0360793
1517, ,0.0361343
1518,ت,0.0361124
1519,و,0.0360773
1520, ,0.0360773
1521,ب,0.0360773
1525,ه,0.0360785
1526, ,0.0360779
1529, ,0.0360776
1530, ,0.0360778
1531, ,0.0360778
1532, ,0.0360775
1533,ب,0.0360773
1534,ه,0.0360779
1535, ,0.036078
1536, ,0.0360781
1539,م,0.0360776
1540,ن,0.0360798
1542, ,0.0653254
1544,ب,0.0363361
1545,ه,0.0360914
1547, ,0.0360997
1549,ت,0.0364565
1552,و,0.0361426
1553, ,0.0368682
1554,ف,0.0360961
1555,ز,0.0361384
1557,ا,0.0956568
1559, ,0.0360776
1560,ف,0.0360775
1561,ز,0.0360782
1563,ا,0.0362
1564, ,0.0360813
1567,م,0.0360791
1569,ن,0.0360776
1570, ,0.0360781
1571, ,0.0360785
1572, ,0.0360805
1575, ,0.0360784
1577,ت,0.0361637
1579,و,0.0360915
1584, ,0.0361207
1585,ت,0.0362258
1586,و,0.0361185
1587, ,0.0360777
1588,ی,0.0362877
1589,ا,0.0360788
1590,ر,0.0361411
1591, ,0.0361364
1592,م,0.0361137
1593,ن,0.0360982
1597, ,0.0360774
1599,م,0.0362528
1601,ن,0.0365928
1602, ,0.0366749
1603, ,0.037343
1604,ب,0.0360948
1605,ه,0.0361256
1607, ,0.0360773
1608, ,0.0360773
1609,ف,0.0360773
1612,ز,0.0361051
1613,ا,0.0360999
1614, ,0.0361363
1615, ,0.0364992
1616,ی,0.0360895
1617,ا,0.0369404
1618,ر,0.0365393
1619, ,0.068444
1620, ,0.0935548
1621,ی,0.0366416
1622,ا,0.03608
1626,ر,0.0911679
1627, ,0.036646
1628,ف,0.0370209
1629,ز,0.0367194
1630,ا,0.0360787
1631, ,0.0361142
1632, ,0.0366217
1633, ,0.0471634
1635, ,0.0363195
1636,ب,0.0360908
1637,ه,0.0366329
1638, ,0.0360986
1639,م,0.0361004
1640,ن,0.0360812
1641, ,0.0360786
1642,ی,0.0366355
1643,ا,0.036208
1644,ر,0.0360895
1646, ,0.0934985
1649, ,0.0360776
1650, ,0.0360853
1653,ب,0.0360792
1654,ه,0.0366104
1655, ,0.0360776
1656,ب,0.0360785
1657,ه,0.0360783
1660, ,0.0435096
1661, ,0.0360811
1662,ی,0.0363528
1663,ا,0.0362499
1664,ر,0.036469
1667, ,0.0368032
1668,ب,0.0361834
1670,ه,0.0361947
1672, ,0.036173
1673,ت,0.0360923
1674,و,0.0365814
1676, ,0.0648518
1677,ت,0.0361681
1678,و,0.0361083
1681, ,0.0363298
1682, ,0.0514086
1683, ,0.0360909
1684,م,0.0363653
1685,ن,0.0366202
1686, ,0.0361615
1688,ف,0.0364538
1689,ز,0.0360811
1691,ا,0.0361169
1692, ,0.0363866
1694, ,0.03619
1695,م,0.0363844
1696,ن,0.0360848
1698, ,0.0360868
1699,ت,0.0361815
1701,و,0.0362406
1704, ,0.036085
1705, ,0.0362985
1706,ی,0.0361767
1709,ا,0.0380426
1710,ر,0.0365098
1711, ,0.0360794
1712,ت,0.036097
1716,و,0.0360782
1717, ,0.0361602
1718, ,0.0369503
1720,ت,0.0362428
1721,و,0.036081
1722, ,0.0360776
1723,ت,0.0360785
1724,و,0.0360961
1725, ,0.0360845
1726,ب,0.0360863
1728,ه,0.036183
1729, ,0.0361459
1730,ت,0.0365181
1731,و,0.0360776
1732, ,0.036078
1733, ,0.0360776
1734, ,0.0360778
1735,س,0.0360774
1737,ل,0.0360775
1739,ا,0.0360777
1740,م,0.0360782
1741, ,0.0360801
1742,ب,0.036082
1743,ه,0.0366523
1744, ,0.0969496
1745,م,0.0365987
1746,ن,0.0362899
1749, ,0.0360779
1750,ت,0.0361699
1751,و,0.0360836
1752, ,0.0361256
1753,ت,0.036081
1754,و,0.0360847
1755, ,0.0360873
1756,ت,0.0360861
1759,و,0.0360976
1762, ,0.0365084
1763,ب,0.0362289
1766,ه,0.0362611
1767, ,0.0360852
1768,ب,0.0360825
1771,ه,0.0360774
1772, ,0.0360777
1773,ب,0.0360904
1777,ه,0.0362751
1778, ,0.0363562
1780,م,0.0365479
1782,ن,0.0361364
1784, ,0.0361891
1786, ,0.0360871
1787, ,0.0363772
1790, ,0.036125
1791,ف,0.036268
1792,ز,0.0366682
1793,ا,0.0360783
1794, ,0.0360773
1795,ب,0.0360773
1797,ه,0.036082
1798, ,0.0360999
1799,م,0.0360867
1800,ن,0.0360774
1801, ,0.0360829
1803, ,0.0366287
1804, ,0.0360864
1805, ,0.0360856
1806,م,0.0365496
1812,ن,0.0364759
1813, ,0.0978225
1814,ب,0.0360922
1815,ه,0.036178
1817, ,0.0360842
1818,ی,0.0360776
1819,ا,0.0360777
1821,ر,0.0363055
1822, ,0.0360774
1823, ,0.0360798
1826, ,0.0361009
1827,ق,0.0361376
1828,د,0.0360883
1829,ی,0.0460724
1830,م,0.0366462
1831,ی,0.0361911
1832, ,0.0360908
1833, ,0.0367473
1834,ی,0.0367324
1835,ا,0.0360839
1836,ر,0.0361422
1837, ,0.0368618
1838, ,0.0362881
1840,ب,0.0366689
1841,ه,0.0360817
1842, ,0.036132
1843, ,0.0458169
1846, ,0.0360817
1847,ف,0.0362489
1849,ز,0.0366313
1850,ا,0.0688726
1851, ,0.0540456
1853, ,0.0538488
1854, ,0.0360777
1855, ,0.0360798
1856,ت,0.0360773
1857,و,0.0361312
1859, ,0.0361084
1861,ب,0.0366833
1862,ه,0.0360817
1863, ,0.0542695
1866, ,0.0361368
1868, ,0.0680316
1869, ,0.0382341
1871, ,0.0363701
1872, ,0.0366279
1875, ,0.0360922
1876, ,0.0360801
1880, ,0.0360776
1881, ,0.0360775
1882, ,0.0360776
1885,س,0.0360773
1887,ل,0.0360775
1888,ا,0.0360778
1890,م,0.036079
1891, ,0.0524486
1892,س,0.0362967
1893,ل,0.0362036
1894,ا,0.0360836
1895,م,0.036385
1896, ,0.0361688
1897,ب,0.0366323
1898,ه,0.0360997
1900, ,0.0368187
1901, ,0.0361109
1902, ,0.0362739
1906, ,0.0361309
1909,ب,0.0360777
1911,ه,0.0360781
1912, ,0.0360795
1913, ,0.0360774
1914, ,0.0360776
1915,م,0.0360778
1916,ن,0.0362994
1917, ,0.0360794
1918, ,0.0363229
1919,ف,0.0360936
1920,ز,0.0360813
1922,ا,0.0366348
1923, ,0.0954074
1924,ب,0.0361039
1925,ه,0.036142
1926, ,0.0360909
1929, ,0.0364003
1933, ,0.0363734
1934, ,0.0360845
1936,ی,0.0360846
1938,ا,0.0362067
1939,ر,0.0361197
1941, ,0.0362104
1943, ,0.0968948
1944, ,0.0360842
1945,ت,0.0362506
1946,و,0.0888301
1948, ,0.0360937
1949, ,0.0360827
1950,ف,0.036085
1951,ز,0.036607
1952,ا,0.0366734
1953, ,0.0861979
1956,ب,0.0360774
1959,ه,0.036092
1960, ,0.0360775
1961,ت,0.0360784
1962,و,0.0360783
1964, ,0.0662815
1965, ,0.0649305
1968,ت,0.0360841
1970,و,0.0362323
1973, ,0.0365856
1975,ف,0.0365246
1976,ز,0.0364369
1977,ا,0.0367528
1978, ,0.0364602
1979, ,0.0365715
1980,ی,0.0366267
1983,ا,0.0360801
1984,ر,0.0360779
1987, ,0.0360776
1989, ,0.0360779
1993, ,0.0360781
1994,ف,0.0360777
1995,ز,0.0360778
1996,ا,0.0360779
1997, ,0.0360802
1998, ,0.0360816
2000,س,0.0364406
2001,ل,0.0361554
2002,ا,0.0360778
2004,م,0.0360782
2009, ,0.0360801
2012,ی,0.0360876
2013,ا,0.0360774
2014,ر,0.0360773
2015, ,0.0360773
2016, ,0.0360774
2018, ,0.0366334
2019,ب,0.0366572
2020,ه,0.0365374
2022, ,0.0361065
2024,م,0.0366558
2025,ن,0.0361745
2026, ,0.0361798
2027,ق,0.0365962
2028,د,0.0362143
2029,ی,0.036241
2030,م,0.0366795
2031,ی,0.0367947
2032, ,0.0365399
2033, ,0.0367297
2034, ,0.0375389
2035,م,0.0368353
2036,ن,0.0363178
2037, ,0.0369505
2038,م,0.0366545
2039,ن,0.0745739
2040, ,0.0390318
2041, ,0.036789
2042, ,0.0736654
2043,ق,0.0364
2044,د,0.0360928
2045,ی,0.0370878
2046,م,0.0366494
2047,ی,0.0360806
2048, ,0.0360776
2050, ,0.036533
2055,ت,0.0366305
2056,و,0.0362731
2057, ,0.037947
2058, ,0.0946935
2059,ب,0.0363341
2060,ه,0.0361497
2061, ,0.0360774
2066,ب,0.036082
2068,ه,0.0360784
2069, ,0.0360818
2071, ,0.036147
2072,ب,0.036147
2074,ه,0.036601
2078, ,0.0362243
2079,م,0.0360871
2080,ن,0.0364872
2081, ,0.0362869
2082,ی,0.0364695
2086,ا,0.036108
2090,ر,0.0363113
2091, ,0.0362301
